id,menu_id,page_number,image_id,full_height,full_width,placeholder
15205,17571,1,467126,2871,2248,1
15206,17572,2,4000009534,3394,2738,1
15207,17572,1,467127,3416,2607,1
15232,17580,2,4000009564,2307,1395,1
15233,17580,1,467147,2294,1381,1
15266,17597,2,4000008751,3686,3007,1
15267,17597,1,466687,3721,3012,1
15268,17598,2,4000008752,1907,1403,1
15269,17598,3,4000008753,1861,1422,1
15270,17598,4,4000008754,1869,1517,1
15271,17598,1,466688,1873,1508,1
15282,17601,2,4000008764,3145,2047,1
15283,17601,3,4000008765,3142,2099,1
15284,17601,4,4000008766,3163,2025,1
15285,17601,5,4000008767,3135,2089,1
15286,17601,6,4000008768,3142,2055,1
15287,17601,7,4000008769,3135,2048,1
15288,17601,8,4000008770,3120,2055,1
15289,17601,9,4000008771,3129,2084,1
15290,17601,10,4000008772,3166,2226,1
15291,17601,1,466692,3184,2230,1
15300,17603,2,4000008786,4105,2501,1
15301,17603,1,466698,4081,2493,1
15324,17609,2,4000008294,2910,2177,1
15325,17609,1,475904,2874,2158,1
15346,17616,2,4000008314,3284,2686,1
15347,17616,1,475917,3325,2658,1
15348,17617,2,4000008315,2862,2260,1
15349,17617,1,475918,2862,2445,1
15394,17629,2,4000008344,2884,2163,1
15395,17629,1,475923,2883,2142,1
15406,17635,2,4000008350,3297,2209,1
15407,17635,1,475929,3301,2232,1
15408,17636,2,4000008351,2919,2162,1
15409,17636,1,475930,2889,2196,1
15462,17656,2,4000009594,3061,2252,1
15463,17656,1,467168,3039,2174,1
15490,17668,2,4000008569,3706,2862,1
15491,17668,3,4000008570,3706,2819,1
15492,17668,4,4000008571,3697,2948,1
15493,17668,1,466546,3706,2919,1
15520,17682,2,4000008139,1801,2695,1
15521,17682,1,475792,2751,1839,1
15526,17685,2,4000008148,3003,1904,1
15527,17685,1,475804,2987,1925,1
15530,17687,2,4000009090,1838,2747,1
15531,17687,1,466888,2758,1887,1
15532,17688,2,4000009093,2721,1903,1
15533,17688,1,466891,2695,1908,1
15534,17689,2,4000009094,2926,2325,1
15535,17689,1,466892,2329,2931,1
15536,17690,2,4000009100,2830,1791,1
15537,17690,3,4000009101,2828,1782,1
15538,17690,4,4000009102,2884,1910,1
15539,17690,1,466900,2893,1912,1
15540,17691,2,4000009103,2389,1826,1
15541,17691,3,4000009104,2415,1904,1
15542,17691,4,4000009105,2385,1515,1
15543,17691,5,4000009106,2381,1498,1
15544,17691,6,4000009107,2442,2028,1
15545,17691,1,466901,2427,1994,1
15546,17692,2,4000009108,2866,1842,1
15547,17692,1,466902,2880,1908,1
15548,17693,2,4000009114,3600,1670,1
15549,17693,3,4000009115,2989,1593,1
15550,17693,4,4000009116,2935,1655,1
15551,17693,5,4000009117,3030,1650,1
15552,17693,6,4000009118,3048,1636,1
15553,17693,7,4000009119,2934,1601,1
15554,17693,8,4000009120,3359,1591,1
15555,17693,1,466904,3570,1683,1
15556,17694,2,4000009121,2732,1852,1
15557,17694,1,466905,2719,1846,1
15558,17695,2,4000009122,2460,1831,1
15559,17695,3,4000009123,2448,1941,1
15560,17695,4,4000009124,2451,1922,1
15561,17695,1,466906,2519,2278,1
15562,17696,2,4000009129,3688,3168,1
15563,17696,1,466909,3819,3113,1
15564,17697,2,4000009614,2445,2075,1
15565,17697,3,4000009615,2484,2032,1
15566,17697,4,4000009616,2466,2037,1
15567,17697,5,4000009617,2476,2041,1
15568,17697,6,4000009618,2457,2128,1
15569,17697,1,467181,2480,2145,1
15570,17698,2,4000009619,2807,2249,1
15571,17698,3,4000009620,2788,2215,1
15572,17698,4,4000009621,2801,2305,1
15573,17698,1,467183,2814,2300,1
15574,17699,2,4000009622,4483,1791,1
15575,17699,3,4000009623,4469,1777,1
15576,17699,4,4000009624,4524,1962,1
15577,17699,1,467184,4502,1972,1
15578,17700,2,4000009625,2865,2205,1
15579,17700,1,467185,2863,2226,1
15580,17701,2,4000009626,3562,1589,1
15581,17701,1,467186,3542,1580,1
15582,17702,2,4000009627,2789,2066,1
15583,17702,1,467187,2796,2115,1
15584,17703,2,4000009628,3557,2218,1
15585,17703,1,467188,3568,2209,1
15586,17704,2,4000009629,3034,1959,1
15587,17704,1,467189,3046,1961,1
15588,17705,2,4000009630,3578,2208,1
15589,17705,1,467190,3582,2217,1
15590,17706,2,4000009631,3508,2196,1
15591,17706,1,467191,3518,2193,1
15592,17707,2,4000009632,3532,2167,1
15593,17707,1,467192,3513,2181,1
15594,17708,2,4000009633,2896,2020,1
15595,17708,3,4000009634,2889,2011,1
15596,17708,4,4000009635,2896,2115,1
15597,17708,1,467193,2887,2089,1
15598,17709,2,4000009636,2644,1435,1
15599,17709,1,467194,2626,1433,1
15600,17710,2,4000009637,2825,2847,1
15601,17710,1,467195,2860,2859,1
15602,17711,2,4000009648,3598,2398,1
15603,17711,3,4000009649,3602,2392,1
15604,17711,4,4000009650,3597,2482,1
15605,17711,1,467202,3595,2484,1
15606,17712,2,4000009651,4162,2497,1
15607,17712,1,467203,4116,2524,1
15608,17713,2,4000008582,3773,2479,1
15609,17713,1,466557,3789,2489,1
15610,17714,2,4000008583,4102,1667,1
15611,17714,1,466558,4131,1603,1
15612,17715,2,4000008584,2596,1740,1
15613,17715,1,466559,2609,1752,1
15614,17716,2,4000008585,2889,1503,1
15615,17716,3,4000008586,2897,1508,1
15616,17716,4,4000008587,2886,1581,1
15617,17716,1,466560,2879,1576,1
15618,17717,2,4000008588,3210,2530,1
15619,17717,1,466561,3161,2510,1
15620,17718,2,4000008589,1902,2780,1
15621,17718,1,466562,2760,1878,1
15622,17719,2,4000008599,2536,2027,1
15623,17719,3,4000008600,2517,1996,1
15624,17719,4,4000008601,2531,2087,1
15625,17719,1,466570,2505,2128,1
15638,17721,2,4000008621,3850,2680,1
15639,17721,1,466576,3817,2703,1
15640,17722,2,4000008623,1885,2754,1
15641,17722,1,466578,2724,1895,1
15642,17723,2,4000008624,1839,2768,1
15643,17723,1,466579,2747,1860,1
15644,17724,2,4000008810,3689,2483,1
15645,17724,1,466719,3714,2487,1
15646,17725,2,4000008829,2982,1834,1
15647,17725,3,4000008830,3029,1873,1
15648,17725,4,4000008831,3048,1974,1
15649,17725,1,466720,3031,1974,1
15650,17726,2,4000008832,3067,1931,1
15651,17726,1,466721,3084,1932,1
15652,17727,2,4000008833,3101,2634,1
15653,17727,1,466722,3145,2596,1
15654,17728,2,4000008837,3051,1925,1
15655,17728,1,466724,3012,1908,1
15656,17729,2,4000008838,3728,1945,1
15657,17729,1,466725,3738,1929,1
15658,17730,2,4000008839,3727,1955,1
15659,17730,1,466726,3725,1937,1
15682,17732,2,4000008871,3309,2648,1
15683,17732,1,466734,3325,2565,1
15684,17733,2,4000008873,5058,3093,1
15685,17733,1,466736,4986,2966,1
15686,17734,2,4000008882,2781,2255,1
15687,17734,3,4000008883,2783,2224,1
15688,17734,4,4000008884,2802,2299,1
15689,17734,1,466741,2815,2299,1
15690,17735,2,4000008892,2783,2082,1
15691,17735,1,466749,2750,2037,1
15692,17736,2,4000009130,2238,2836,1
15693,17736,3,4000009131,2785,2157,1
15694,17736,4,4000009132,2833,2252,1
15695,17736,1,466910,2858,2247,1
15696,17737,2,4000009133,3419,2315,1
15697,17737,1,466911,3409,2278,1
15698,17738,2,4000009134,3339,2311,1
15699,17738,1,466912,3361,2296,1
15700,17739,2,4000009135,3070,2376,1
15701,17739,3,4000009136,3100,2411,1
15702,17739,4,4000009137,3087,2476,1
15703,17739,1,466913,3114,2473,1
15704,17740,2,4000009145,2970,2104,1
15705,17740,1,466917,2948,2127,1
15706,17741,2,4000009153,3102,2516,1
15707,17741,1,466919,3066,2543,1
15708,17742,2,4000009157,2855,1986,1
15709,17742,3,4000009158,2882,1970,1
15710,17742,4,4000009159,2875,2052,1
15711,17742,5,4000009160,2866,1930,1
15712,17742,6,4000009161,2844,1988,1
15713,17742,7,4000009162,2878,1981,1
15714,17742,8,4000009163,2953,2252,1
15715,17742,1,466921,2962,2209,1
15716,17743,2,4000009164,2901,2257,1
15717,17743,1,466922,2880,2255,1
15718,17744,2,4000009165,2909,2438,1
15719,17744,1,466923,2879,2351,1
15720,17745,2,4000009166,2718,2273,1
15721,17745,1,466924,2720,2263,1
15722,17746,2,4000009168,3093,2036,1
15723,17746,1,466926,3126,2064,1
15724,17747,2,4000013474,3040,2140,1
15725,17747,1,471256,3022,2161,1
15726,17748,2,4000013475,2910,1917,1
15727,17748,1,471257,2873,1891,1
15728,17749,2,4000009998,3868,2562,1
15729,17749,3,4000009999,3895,2584,1
15730,17749,4,4000010000,3884,2684,1
15731,17749,1,468281,3879,2673,1
15732,17750,2,4000010007,3501,2308,1
15733,17750,1,468286,3512,2290,1
15734,17751,2,4000010011,3359,2074,1
15735,17751,1,468288,3386,2098,1
15736,17752,2,4000013644,3555,2231,1
15737,17752,1,471402,3611,2252,1
15738,17753,2,4000013645,2938,1695,1
15739,17753,1,471407,2904,1701,1
15740,17754,2,4000010315,3296,1971,1
15741,17754,1,468471,3335,1950,1
15742,17755,2,4000010317,3733,2374,1
15743,17755,3,4000010318,3743,2398,1
15744,17755,4,4000010319,3771,2522,1
15745,17755,1,468473,3740,2509,1
15746,17756,2,4000010320,2965,1940,1
15747,17756,1,468474,2920,1909,1
15748,17757,2,4000010321,3171,2362,1
15749,17757,1,468475,3166,2326,1
15754,17759,2,4000010326,2921,1863,1
15755,17759,1,468478,2936,1860,1
15756,17760,2,4000010327,4660,2824,1
15757,17760,3,4000010328,4603,2787,1
15758,17760,4,4000010329,4612,2962,1
15759,17760,1,468479,4649,3003,1
15760,17761,2,4000010338,4214,1773,1
15761,17761,3,4000010339,4243,1844,1
15762,17761,4,4000010340,4196,5161,1
15763,17761,1,468484,4232,1860,1
15764,17762,2,4000010343,3760,2310,1
15765,17762,1,468487,3740,2313,1
15766,17763,2,4000010345,1446,2005,1
15767,17763,1,468489,2020,1456,1
15768,17764,2,4000010350,3117,1732,1
15769,17764,1,468496,3149,1738,1
15770,17765,2,4000010356,4082,2098,1
15771,17765,1,468500,4132,2110,1
15772,17766,2,4000010360,2892,2179,1
15773,17766,3,4000010361,2888,2162,1
15774,17766,4,4000010362,2906,2280,1
15775,17766,1,468504,2926,2286,1
15776,17767,2,4000013913,3112,2097,1
15777,17767,3,4000013914,3106,2069,1
15778,17767,4,4000013915,3125,2222,1
15779,17767,1,471604,3155,2239,1
15780,17768,2,4000013919,3541,2339,1
15781,17768,1,471608,3535,2343,1
15782,17769,2,4000013926,2901,1921,1
15783,17769,3,4000013927,2876,1942,1
15784,17769,4,4000013928,2897,2045,1
15785,17769,1,471613,2931,2076,1
15786,17770,2,4000013929,2944,2373,1
15787,17770,1,471614,2940,2403,1
15788,17771,2,4000013938,2208,2876,1
15789,17771,3,4000013939,2218,2840,1
15790,17771,4,4000013940,2909,2340,1
15791,17771,1,471621,2897,2299,1
15792,17772,2,4000013941,3564,2145,1
15793,17772,3,4000013942,3573,2136,1
15794,17772,4,4000013943,3558,2241,1
15795,17772,1,471622,3587,2249,1
15796,17773,2,4000013947,3116,1977,1
15797,17773,3,4000013948,3096,2049,1
15798,17773,4,4000013949,3100,2127,1
15799,17773,1,471626,3112,2127,1
15800,17774,2,4000013956,2928,1826,1
15801,17774,3,4000013957,2927,1807,1
15802,17774,4,4000013958,2932,1887,1
15803,17774,1,471631,2927,1899,1
15808,17777,2,4000014196,3398,2437,1
15809,17777,1,471786,2955,2325,1
15814,17780,2,4000010037,3163,2214,1
15815,17780,1,468304,3126,2204,1
15830,17788,2,4000010049,2945,2080,1
15831,17788,1,468314,2966,2067,1
15870,17794,2,4000011075,3069,1715,1
15871,17794,1,469019,3065,1715,1
15934,17821,2,4000011270,2536,1251,1
15935,17821,1,476005,2561,1263,1
15982,17840,2,4000010798,3581,2282,1
15983,17840,1,468868,3519,2262,1
15994,17845,2,4000010823,3414,2291,1
15995,17845,1,468875,3378,2340,1
15996,17846,2,4000010824,3112,2205,1
15997,17846,1,468876,3138,2236,1
16058,17864,2,4000010825,1937,2636,1
16059,17864,3,4000010826,1951,2639,1
16060,17864,4,4000010827,1983,2455,1
16061,17864,5,4000010828,1972,2489,1
16062,17864,6,4000010829,1929,2510,1
16063,17864,7,4000010830,1980,2495,1
16064,17864,8,4000010831,1984,2579,1
16065,17864,9,4000010832,1969,2540,1
16066,17864,10,4000010833,2006,2570,1
16067,17864,11,4000010834,1952,2557,1
16068,17864,12,4000010835,1977,2549,1
16069,17864,13,4000010836,2007,2557,1
16070,17864,14,4000010837,1985,2518,1
16071,17864,15,4000010838,1972,2497,1
16072,17864,16,4000010839,1983,2528,1
16073,17864,17,4000010840,2483,2017,1
16074,17864,18,4000010841,1985,2558,1
16075,17864,19,4000010842,2479,1954,1
16076,17864,20,4000010843,1981,2540,1
16077,17864,21,4000010844,1972,2498,1
16078,17864,22,4000010845,1953,2496,1
16079,17864,23,4000010846,1998,2555,1
16080,17864,24,4000010847,1976,2549,1
16081,17864,25,4000010848,2020,2527,1
16082,17864,26,4000010849,1985,2514,1
16083,17864,27,4000010850,2003,2549,1
16084,17864,28,4000010851,2015,2535,1
16085,17864,29,4000010852,1977,2545,1
16086,17864,30,4000010853,2020,2605,1
16087,17864,31,4000010854,1998,2540,1
16088,17864,32,4000010855,2011,2540,1
16089,17864,33,4000010856,2042,2544,1
16090,17864,34,4000010857,1934,2596,1
16091,17864,35,4000010858,1973,2652,1
16092,17864,36,4000010859,2696,2040,1
16093,17864,1,468877,1964,2656,1
16110,17873,2,4000010870,3231,2282,1
16111,17873,1,468889,3293,2308,1
16116,17876,2,4000010882,1930,1061,1
16117,17876,1,468901,1919,1059,1
16118,17877,2,4000011859,3285,2171,1
16119,17877,1,476337,3322,2192,1
16122,17879,2,4000011861,2883,2194,1
16123,17879,1,476339,2892,2211,1
16124,17880,2,4000011862,3280,2712,1
16125,17880,1,476340,3297,2707,1
16126,17881,2,4000011863,3302,2226,1
16127,17881,1,476341,3289,2213,1
16128,17882,2,4000011864,3252,2421,1
16129,17882,1,476342,3573,2428,1
16156,17888,2,4000011889,2652,2131,1
16157,17888,1,476349,2674,2050,1
16164,17891,2,4000013488,2561,3598,1
16165,17891,1,471268,2561,3498,1
16182,17900,2,4000011895,3319,2303,1
16183,17900,1,476353,3334,2334,1
16184,17901,2,4000011896,3291,2689,1
16185,17901,1,476354,3306,2729,1
16186,17902,2,4000011897,3279,2706,1
16187,17902,1,476355,3274,2674,1
16188,17903,2,4000011898,2913,2290,1
16189,17903,1,476356,2905,2548,1
16194,17905,2,4000011902,2638,2372,1
16195,17905,1,476358,2654,2367,1
16208,17908,2,4000011913,3372,2894,1
16209,17908,1,476361,3426,2856,1
16226,17913,2,4000011927,3084,1983,1
16227,17913,1,476368,3140,2029,1
16228,17914,2,4000011928,3335,2389,1
16229,17914,1,476369,3373,2513,1
16242,17917,2,4000011941,3417,2737,1
16243,17917,1,476372,4097,2747,1
16248,17920,2,4000011945,4213,2415,1
16249,17920,3,4000011946,4229,2458,1
16250,17920,4,4000011947,4227,2586,1
16251,17920,1,476376,4231,2587,1
16290,17935,2,4000010085,3308,2171,1
16291,17935,1,468341,3338,2185,1
16312,17941,2,4000013684,3245,2936,1
16313,17941,3,4000013685,3306,2945,1
16314,17941,4,4000013686,3276,2944,1
16315,17941,5,4000013687,3261,2934,1
16316,17941,6,4000013688,3270,2902,1
16317,17941,7,4000013689,3270,2939,1
16318,17941,8,4000013690,3273,2851,1
16319,17941,9,4000013691,3293,2935,1
16320,17941,10,4000013692,3255,2892,1
16321,17941,11,4000013693,3282,2930,1
16322,17941,12,4000013694,3267,2829,1
16323,17941,13,4000013695,3267,2966,1
16324,17941,14,4000013696,3301,3361,1
16325,17941,15,4000013697,3258,2931,1
16326,17941,16,4000013698,3267,3000,1
16327,17941,1,471444,3284,2962,1
16328,17942,2,4000013704,3481,2063,1
16329,17942,3,4000013705,3498,2135,1
16330,17942,4,4000013706,3516,2033,1
16331,17942,5,4000013707,3465,2118,1
16332,17942,6,4000013708,3594,2144,1
16333,17942,7,4000013709,3465,2145,1
16334,17942,8,4000013710,3499,2385,1
16335,17942,1,471450,3503,2523,1
16336,17943,2,4000013715,3555,2931,1
16337,17943,1,471455,3706,2914,1
16340,17945,2,4000013723,4058,3331,1
16341,17945,1,471463,4097,3310,1
16374,17959,2,4000010411,3701,2607,1
16375,17959,1,468554,3754,2630,1
16382,17963,2,4000010415,2738,2062,1
16383,17963,1,468558,2713,2054,1
16384,17964,2,4000010416,2708,1900,1
16385,17964,1,468559,2695,1895,1
16388,17966,2,4000010418,2183,1366,1
16389,17966,1,468561,2179,1362,1
16412,17977,2,4000014037,3005,2247,1
16413,17977,1,471683,3014,2256,1
16424,17982,2,4000009749,3543,1563,1
16425,17982,1,467265,3542,1584,1
16426,17983,2,4000009750,2612,1492,1
16427,17983,1,467266,2639,1620,1
16442,17989,2,4000010096,4801,2836,1
16443,17989,1,468346,4772,2944,1
16488,18002,2,4000011127,2269,1422,1
16489,18002,3,4000011128,2638,1382,1
16490,18002,4,4000011129,2957,1740,1
16491,18002,1,469062,2953,1474,1
16514,18010,2,4000010445,3282,2156,1
16515,18010,1,468582,3258,2157,1
16518,18012,2,4000010452,2055,1422,1
16519,18012,1,468589,2075,1483,1
16520,18013,2,4000011311,3007,2335,1
16521,18013,1,476038,2979,2264,1
16522,18014,2,4000011314,3046,1938,1
16523,18014,1,476039,3068,1959,1
16524,18015,2,4000011318,2140,1504,1
16525,18015,1,476043,2145,1482,1
16530,18017,2,4000014039,2950,2333,1
16531,18017,1,471685,2973,2345,1
16562,18030,2,4000009768,2913,2125,1
16563,18030,1,467280,2912,2114,1
16576,18035,2,4000009781,3147,2376,1
16577,18035,1,467287,3132,2314,1
16578,18036,2,4000009782,3716,2989,1
16579,18036,1,467288,3713,2971,1
16606,18040,2,4000009810,2901,1870,1
16607,18040,1,467297,2858,1823,1
16608,18041,2,4000009811,3680,1835,1
16609,18041,1,467298,3666,1862,1
16614,18043,2,4000009815,3063,2349,1
16615,18043,1,467300,3033,2305,1
16624,18046,2,4000009822,2718,1686,1
16625,18046,3,4000009823,2697,1738,1
16626,18046,4,4000009824,2736,1695,1
16627,18046,5,4000009825,2676,1737,1
16628,18046,6,4000009826,2660,1653,1
16629,18046,7,4000009827,2716,1700,1
16630,18046,8,4000009828,2724,1720,1
16631,18046,9,4000009829,2724,1716,1
16632,18046,10,4000009830,2724,1920,1
16633,18046,1,467303,3765,1904,1
16634,18047,2,4000010891,4305,2881,1
16635,18047,1,468910,4325,2897,1
16636,18048,2,4000010892,2097,1255,1
16637,18048,3,4000010893,2088,1339,1
16638,18048,4,4000010894,2092,1354,1
16639,18048,1,468911,2106,1349,1
16646,18052,2,4000011138,3284,2187,1
16647,18052,1,469069,3280,2127,1
16648,18053,2,4000011139,2050,1283,1
16649,18053,3,4000011140,1934,1254,1
16650,18053,4,4000011141,2147,1323,1
16651,18053,1,469070,2149,1287,1
16652,18054,2,4000011150,4364,2591,1
16653,18054,1,469081,4385,2570,1
16654,18055,2,4000011151,3947,2252,1
16655,18055,1,469082,3921,2273,1
16656,18056,2,4000011336,3383,1969,1
16657,18056,3,4000011337,3353,1964,1
16658,18056,4,4000011338,3422,1926,1
16659,18056,5,4000011339,3370,1904,1
16660,18056,6,4000011340,3386,1951,1
16661,18056,7,4000011341,3404,1965,1
16662,18056,8,4000011342,3383,2106,1
16663,18056,1,476059,3396,2088,1
16664,18057,2,4000011343,4396,2612,1
16665,18057,1,476060,4380,2578,1
16666,18058,2,4000011350,2897,1878,1
16667,18058,1,476067,2886,1866,1
16668,18059,2,4000011358,3393,2278,1
16669,18059,1,476075,3424,2249,1
16670,18060,2,4000010601,3287,2106,1
16671,18060,1,468727,3297,2091,1
16672,18061,2,4000010602,3955,2553,1
16673,18061,1,468728,3960,2574,1
16674,18062,2,4000010605,4012,4262,1
16675,18062,1,468731,3988,4274,1
16676,18063,2,4000010606,3240,2246,1
16677,18063,1,468732,3222,2243,1
16678,18064,2,4000010608,3194,2244,1
16679,18064,1,468734,3211,2248,1
16680,18065,2,4000010609,3197,2594,1
16681,18065,1,468735,3219,2621,1
16682,18066,2,4000010610,3227,2614,1
16683,18066,1,468736,3198,2608,1
16684,18067,2,4000010611,3931,4178,1
16685,18067,1,468737,3970,4202,1
16694,18069,2,4000011499,2669,2426,1
16695,18069,1,476186,2630,2393,1
16700,18071,2,4000011503,3963,3335,1
16701,18071,1,476188,3973,3331,1
16702,18072,2,4000011507,2740,1484,1
16703,18072,1,476192,2738,1483,1
16714,18078,2,4000010905,2291,1697,1
16715,18078,1,468921,2273,1671,1
16734,18085,2,4000011948,2905,1917,1
16735,18085,1,476377,2910,1934,1
16736,18086,2,4000011950,3093,2302,1
16737,18086,1,476387,3076,2293,1
16738,18087,2,4000011951,3498,2232,1
16739,18087,1,476388,3503,2217,1
16758,18093,2,4000011966,2769,2214,1
16759,18093,1,476396,2807,2296,1
16766,18096,2,4000011971,2949,2536,1
16767,18096,1,476399,2971,2618,1
16818,18109,2,4000013773,2732,2008,1
16819,18109,1,471488,2717,1962,1
16820,18110,2,4000013774,2360,1687,1
16821,18110,1,471489,2859,1594,1
16822,18111,2,4000013775,3115,2231,1
16823,18111,1,471490,3113,2222,1
16828,18114,2,4000013778,2987,1776,1
16829,18114,1,471493,3008,1787,1
16830,18115,2,4000013779,3073,1964,1
16831,18115,1,471494,3074,1964,1
16832,18116,2,4000013782,3531,2331,1
16833,18116,1,471498,3530,2321,1
16842,18119,2,4000013789,3729,2149,1
16843,18119,3,4000013790,3740,2205,1
16844,18119,4,4000013791,3749,2179,1
16845,18119,5,4000013792,3710,2179,1
16846,18119,6,4000013793,3727,2158,1
16847,18119,7,4000013794,3709,2160,1
16848,18119,8,4000013795,3860,2368,1
16849,18119,1,471501,3860,2368,1
16860,18125,2,4000011519,3329,2111,1
16861,18125,1,476208,3338,2100,1
16862,18126,2,4000011520,3319,2110,1
16863,18126,1,476209,3354,2114,1
16866,18128,2,4000011529,3493,2306,1
16867,18128,1,476218,3476,2282,1
16888,18131,2,4000011582,4029,3378,1
16889,18131,1,476221,4400,3376,1
16890,18132,2,4000011586,2902,2210,1
16891,18132,1,476223,2907,2223,1
16892,18133,2,4000011587,2824,2415,1
16893,18133,1,476224,2802,2428,1
16894,18134,2,4000011588,2716,2145,1
16895,18134,1,476225,2704,2193,1
16896,18135,2,4000011589,2979,2480,1
16897,18135,1,476226,3013,2604,1
16958,18157,2,4000013807,2481,3147,1
16959,18157,1,471511,2492,3136,1
17002,18171,2,4000014101,2892,2366,1
17003,18171,1,471721,2895,2358,1
17048,18186,2,4000009838,3759,2055,1
17049,18186,1,467307,3748,2050,1
17050,18187,2,4000009839,2776,1830,1
17051,18187,1,467308,2773,1827,1
17068,18192,2,4000009857,2635,1772,1
17069,18192,1,468183,2606,1767,1
17070,18193,2,4000009858,2839,1821,1
17071,18193,1,468184,2835,1818,1
17072,18194,2,4000009859,3060,1942,1
17073,18194,1,468185,3048,1960,1
17074,18195,2,4000009860,3836,1494,1
17075,18195,1,468186,3811,1494,1
17076,18196,2,4000009861,3080,2336,1
17077,18196,1,468187,3089,2367,1
17078,18197,2,4000009862,4256,2837,1
17079,18197,1,468188,4318,2888,1
17088,18201,2,4000009874,2160,1733,1
17089,18201,1,468195,2147,1739,1
17090,18202,2,4000009879,2753,2325,1
17091,18202,1,468199,2740,2318,1
17092,18203,2,4000009880,2736,2322,1
17093,18203,1,468200,2706,2315,1
17094,18204,2,4000010157,3558,2185,1
17095,18204,3,4000010158,3538,2218,1
17096,18204,4,4000010159,3563,2319,1
17097,18204,1,468392,3543,2299,1
17098,18205,2,4000010163,2728,1930,1
17099,18205,1,468396,2742,1946,1
17100,18206,2,4000010166,2910,2196,1
17101,18206,3,4000010167,2909,2197,1
17102,18206,4,4000010168,2905,2274,1
17103,18206,1,468399,2936,2310,1
17104,18207,2,4000010169,3412,2226,1
17105,18207,1,468400,3415,2245,1
17106,18208,2,4000010170,2729,2580,1
17107,18208,3,4000010171,2716,2631,1
17108,18208,4,4000010172,2750,2610,1
17109,18208,5,4000010173,2698,2604,1
17110,18208,6,4000010174,2734,2613,1
17111,18208,7,4000010175,2721,2622,1
17112,18208,8,4000010176,2751,2759,1
17113,18208,1,468401,2708,2726,1
17114,18209,2,4000010177,2828,2607,1
17115,18209,1,468402,2866,2554,1
17116,18210,2,4000010178,2854,2066,1
17117,18210,3,4000010179,2858,2110,1
17118,18210,4,4000010180,2885,2193,1
17119,18210,1,468403,2862,2192,1
17120,18211,2,4000010181,2746,1934,1
17121,18211,1,468404,2729,1916,1
17122,18212,2,4000010182,2872,1947,1
17123,18212,1,468405,2862,1957,1
17124,18213,2,4000010183,2941,2101,1
17125,18213,3,4000010184,2940,2104,1
17126,18213,4,4000010185,2938,2210,1
17127,18213,1,468406,2940,2201,1
17128,18214,2,4000010186,2669,2496,1
17129,18214,1,468407,2669,2411,1
17130,18215,2,4000010187,2937,2802,1
17131,18215,1,468408,2939,2642,1
17132,18216,2,4000011161,2484,1935,1
17133,18216,3,4000011162,2509,1994,1
17134,18216,4,4000011163,2549,2123,1
17135,18216,1,469093,2531,2089,1
17136,18217,2,4000011166,3241,2282,1
17137,18217,1,469096,3249,2311,1
17142,18219,2,4000011175,2957,2514,1
17143,18219,1,469103,2940,2410,1
17144,18220,2,4000011176,2932,1921,1
17145,18220,1,469104,2910,1934,1
17166,18230,2,4000010481,2831,2276,1
17167,18230,1,468624,2871,2303,1
17198,18235,2,4000014136,3920,2354,1
17199,18235,1,471740,3923,2349,1
17244,18239,2,4000010676,2768,2084,1
17245,18239,1,468766,2769,2089,1
17292,18260,2,4000009906,3604,2295,1
17293,18260,1,468222,3641,2290,1
17406,18300,2,4000011606,3035,2488,1
17407,18300,1,476234,3042,2414,1
17408,18301,2,4000011607,3050,2753,1
17409,18301,1,476235,3077,2742,1
17457,18312,2,4000010966,2988,2149,1
17458,18312,1,468952,2982,1979,1
17465,18315,2,4000010988,3147,2196,1
17466,18315,1,468960,3129,2174,1
17518,18333,2,4000011648,2944,2700,1
17519,18333,1,476247,2958,2759,1
17530,18337,2,4000011656,3218,2198,1
17531,18337,1,476251,3404,2353,1
17536,18339,2,4000011660,3163,2066,1
17537,18339,1,476253,3186,2003,1
17538,18340,2,4000011661,3717,2529,1
17539,18340,1,476254,3730,2526,1
17548,18344,2,4000011667,2833,2261,1
17549,18344,1,476258,2831,2450,1
17564,18349,2,4000011678,2729,2420,1
17565,18349,1,476263,2746,2377,1
17590,18358,2,4000013393,2846,2165,1
17591,18358,3,4000013394,2812,2198,1
17592,18358,4,4000013395,2857,2279,1
17593,18358,1,471198,2859,2264,1
17594,18359,2,4000013396,2764,2265,1
17595,18359,1,471199,2796,2309,1
17596,18360,2,4000013397,4616,2488,1
17597,18360,1,471200,4649,2402,1
17598,18361,2,4000013398,4592,2395,1
17599,18361,1,471201,4593,2455,1
17600,18362,2,4000013399,4640,3068,1
17601,18362,3,4000013400,4604,3014,1
17602,18362,4,4000013401,4688,3032,1
17603,18362,1,471202,4586,2996,1
17606,18364,2,4000013403,4622,3026,1
17607,18364,3,4000013404,4610,2978,1
17608,18364,4,4000013405,4652,3026,1
17609,18364,1,471204,4652,3014,1
17610,18365,2,4000013406,3902,2418,1
17611,18365,3,4000013407,3882,2437,1
17612,18365,4,4000013408,3922,2507,1
17613,18365,1,471205,3928,2523,1
17614,18366,2,4000013409,3802,2270,1
17615,18366,1,471206,3801,2265,1
17616,18367,2,4000013410,2807,1705,1
17617,18367,1,471207,2787,1728,1
17654,18384,2,4000010188,3554,2119,1
17655,18384,1,468409,3544,2146,1
17662,18387,2,4000010194,3326,2960,1
17663,18387,1,468413,3315,2785,1
